event_id,session_id,customer_id,event_type,page_url,device_id,timestamp,ingest_run_id
aa56e7fb-5d80-4807-86dc-1f742f655fbe,8ee809b4-5d5b-4fed-99c6-67a74e8fe3e9,,login,https://shop.example.com/search?q=shoes,9a921b19-37df-4ed4-85d0-8583864f8d1d,2025-09-26T16:03:31.922468+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
9ea31e17-ffce-4d2b-93f2-979fafac5b9b,9efcf371-ae3b-4a9e-956b-67dbc09935c0,ea0320ec-675d-42be-bcf8-ec2b2a71b14b,page_view,https://shop.example.com/product/PROD-0109,06e4844b-068b-41f4-9c78-120424a84b72,2025-10-15T12:27:28.922583+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
dadd5a4b-3654-440d-adb1-b7a3ff181da3,51d6406d-abd3-4f96-8fe9-039088694420,5160a713-dde1-404a-8b29-f3cc1192a694,login,https://shop.example.com/,8bcca371-31ce-4420-801f-6b18a7512463,2025-09-03T07:46:34.922628+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
c0f6a7b0-f688-4aac-8740-11821f7f086e,41a4433e-fcf4-4f20-8264-ddbdd0bfb567,d8fde909-fe69-4f34-9290-cebfc268c31c,search,https://shop.example.com/,f0241556-af81-429b-ab06-e19a4ec37f2b,2024/31/01 25:61:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
e0cc5a38-1047-4d47-9679-7238b3ff9e79,ec4f96c4-82c5-4622-bbba-961efa314a9a,fc905a7d-b0b4-4217-ad84-c300dbfdeac9,page_view,https://shop.example.com/product/PROD-0143,6dd78212-572a-41c4-88e8-deded58c3bb6,2025-10-06T19:03:15.922725+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
ce05f214-1432-4d06-954e-816086edab0a,6f92abb3-8e6b-4d75-a8e8-0c52ec905135,5d4e1b1c-e9d9-4c0c-8c39-142dc1f5f5c7,page_view,https://shop.example.com/product/PROD-0038,f0c53887-5ec6-4ef9-a91b-2f8d08eb763d,2025-09-21T00:21:39.922755+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
12c101c6-33ed-4002-b473-b3286e606a3f,cef0a6ec-428e-4561-8786-3aa6ad7c0d2b,661810c5-91ac-4d99-8791-d25c7a977a8e,page_view,https://shop.example.com/product/PROD-0279,8550dce6-f181-4b4f-bd49-2f1a9db57491,2025-09-25T18:14:30.922780+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
d3b8aa2b-4fbd-4232-b35f-0a30cbfa120f,21930c3a-0bda-4c08-886c-f7086fcff8b9,9e0f90fc-2741-4828-907b-64b434a5e9e2,page_view,https://shop.example.com/product/PROD-0425,67da5d36-1a20-4181-9d8b-c9587bf96439,2024/31/01 25:61:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
8ee35031-bfd6-4175-8c89-bb5969e446e9,800dc94d-16b4-48e6-aa60-65fc2b14b2e7,86fb453f-ad06-42f0-a4a8-9ea09a065085,page_view,https://shop.example.com/product/PROD-0079,3ab15b7e-0ff2-49ec-9682-d8ee7407c8bd,2025-09-29T02:06:21.922868+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
7ec1b19d-5203-4102-af28-7521d26af97c,658986e8-2724-46f4-a554-df9296d4878d,f569d772-34f8-48a6-ace2-88a5bdde3859,page_view,https://shop.example.com/product/PROD-0017,2aba4899-1256-401e-a064-28a23a3e283c,2025-11-06T08:32:21.922896+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
ea234a29-761f-4f10-b27d-81fe38a897ec,f0e853e6-505e-40ad-a308-0daf6870a426,91600513-96d6-4e7b-bfce-90bf1689f7ba,page_view,https://shop.example.com/product/PROD-0006,7a1076b9-1570-455c-af1f-3fd1b8b1c1b5,2025-11-19T18:52:38.922950+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
02cd19c5-91e7-420d-a145-25b9ea914bfd,a970e7d7-f8ff-49ac-a9fe-bc8b9c9a0120,a28116f3-58a7-426c-9080-76835d234339,page_view,https://shop.example.com/product/PROD-0350,14c69e31-1938-48eb-8026-df23e28cd2cc,2025-11-14T17:11:28.922977+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
f4dc4190-9ddb-47b3-a32a-6067d6aa70a0,7b7bfbab-8388-4038-983b-d73305d14efc,,login,https://shop.example.com/search?q=shoes,4c306b4a-135d-4c30-b7f7-9f1e33d30d8a,2025-11-22T21:30:27.923013+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
037d3e96-5bfa-4515-ba3b-379ac003cd7d,022fc596-0d93-4161-8a87-e766a960bb2a,04d7faa3-8035-4d4f-b49f-1b65f4973955,add_to_cart,https://shop.example.com/product/PROD-0286,788ee6f7-1c93-421b-8518-dcb6670d4f57,2025-11-03T15:42:44.923037+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
79886551-883b-494a-b6c2-5b0680c44f0c,be6eb7a8-8456-4a17-ba78-153805551e92,4ff8c042-0cdf-4fd9-b7a1-417ef4c9a7cd,page_view,https://shop.example.com/product/PROD-0134,9852a1f7-cb4a-4c49-9400-41cb58e62c0b,2025-11-24T10:38:16.923059+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
86aa262d-7a8b-4c8e-ae04-f0103cb53d7b,56c35d10-c62a-4006-8c33-10b60fb26a16,ff0c4af0-16f2-4da5-9025-b464c34eecb7,page_view,https://shop.example.com/product/PROD-0399,05960dbe-2501-44b8-9eb3-7af12cac0a9d,2025-09-13 07:00:51.923083+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
17010bad-c0fb-4d4b-9d14-9ca1d5375711,85ebb610-398b-4f55-8374-d8ff6fecc0b0,09b96f3c-db18-4d80-9cdb-87f25ffa7908,add_to_cart,shop.example.com/product/PROD-0358,dd0d87cb-4daa-490a-9043-f436fd7b1a56,2025-09-27T17:15:49.923128+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
08ef3218-4ccf-4ec5-8b33-c1e4c3b8d285,8bdd827e-986b-4370-900d-37aecf34214e,,login,https://shop.example.com/,f54c741a-1b6d-4782-a0ef-b6bfd80c8585,2025-09-05T18:32:10.923171+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
9968db91-1b21-4b15-9259-ea4b1dc86555,5e8e57b6-42db-4995-9e01-9b4b5e20cd25,,page_view,https://shop.example.com/product/PROD-0328,cca31735-76b0-451f-86ce-66206d6d2c06,2025-11-25T16:18:18.923195+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
72e22761-f3f0-4370-9164-1439f735d13a,6630dedc-4a47-4ea1-a52b-f54503c062ff,e982a289-c72e-4d12-bc41-503ea37c6895,page_view,https://shop.example.com/product/PROD-0462,ce3ee17c-0e25-49a9-b475-9bd8fc49609b,2025-10-27T23:21:55.923218+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
2f81c2c5-aa22-4f99-95bc-f339eb42a48c,dee86a00-4dee-466c-9914-8b8166133d77,,page_view,https://shop.example.com/product/PROD-0421,68d2961d-d894-47f4-895d-71308f3be4b4,2025-09-02T18:48:59.923245+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
9f0a4c33-1022-4aae-8eb6-8cb189e37dd8,a26994eb-a622-47ee-bb49-bbb165550838,,add_to_cart,https://shop.example.com/product/PROD-0201,0ff55b7a-171f-4055-b898-c8aa637be92f,2025-10-12T03:20:21.923268+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
74e16299-39d2-4f19-8791-4a549914514e,7cad556f-d874-461f-b1be-d826e9aeeeba,,login,https://shop.example.com/cart,9f0453bf-a0cb-4d72-b77b-6092227a6994,2025-09-30 20:16:54.923292+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
ecd7f2b8-81cb-462f-9511-8ee8e5fb9863,99f11774-9ac8-4295-b870-673b48392426,6b84df5a-c8dc-4249-be56-767e843513c0,login,https://shop.example.com/search?q=shoes,3a2f3ef3-3c8e-4d11-be23-cee70ee614e3,2025-09-23T23:20:29.923335+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
c0062c5b-bdba-4836-b107-14543e9ca177,f3bb7ad5-d431-4daa-95b6-133720324c88,4f1465ab-68b6-4a60-8dd6-0ece90dbf299,add_to_cart,https://shop.example.com/product/PROD-0387,8ef2607c-31a4-43d9-86df-3553522de9b4 ,2025-10-23T05:15:14.923359+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
83b5c33c-32ed-4431-9213-2d3f11438f0a,869d8188-5475-47c6-b9ba-11d46f794692,,search,https://shop.example.com/category/electronics,26e991f2-61e1-487d-97e2-f06ebfb9c49e,2025-09-24T04:01:36.923411+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
68ebae7a-325c-46ec-98d6-d8b7fb3f4195,d7d83b0b-afd2-453f-b2b4-c0218b33a2ab,3a7081ea-4ec6-4cd0-8af5-f5eba588413c,page_view,https://shop.example.com/product/PROD-0338,ead2a10f-c5ec-4ca7-b1d9-c5239d3ad8e2,2025-09-29T22:43:42.923437+00:00,920fe448-95d0-4ccb-b77b-2c7cfa389054
