order_id,customer_id,product_id,order_amount,order_date,payment_method,status,quantity,date_flag,is_analysable
06b5aa88-f86f-4e07-8e4b-6df36402c209,0a331d4c-a73d-4271-83ac-2f6726635495,PROD-0060,473.82,2025-07-29 00:00:00.000000,wallet,success,1.0,,True
5b10b856-e084-471c-bc16-8dbab95e3f33,9e48263f-7923-4cb9-8138-b9da8eb85619,PROD-0393,17796.32,2024-01-31 00:00:00.000000,card,success,1.0,,True
88706122-160e-4721-b537-73cee232fcd5,245fac1f-5ac1-4448-acc9-70ff980a4e9b,PROD-0332,31201.75,2024-03-02 00:00:00.000000,wallet,success,2.0,,True
032ab1c7-8882-47d8-a2ac-fbefc1cfb2eb,e0010492-b072-4f48-abd6-8a87938fad24,PROD-0342,27100.3,2024-02-11 00:00:00.000000,wallet,success,1.0,,True
0f2433b5-1f67-4446-9849-edff493026c2,bdf18b4d-db9f-46f0-8758-44a938529a49,PROD-0297,2393.67,2025-11-09 00:00:00.000000,card,success,4.0,,True
71223631-9926-4ced-b994-60a6d97d1001,5380805b-1e8f-434c-a898-bfe678c2ea7a,PROD-0137,12532.69,2025-12-01 00:00:00.000000,upi,success,5.0,,True
4acbdb89-3acd-40ff-ab86-87af982fcca8,a4bc8fc9-f452-43b3-a4c1-eaf7cec182ae,PROD-0010,47079.63,2025-08-20 00:00:00.000000,card,success,2.0,,True
cc6dcafa-a53f-4be5-aee3-ec29d5994f0d,d7e5abd4-33ab-404f-adc1-de28fb6756ae,PROD-0243,32901.99,2025-02-27 00:00:00.000000,upi,failed,5.0,,True
184ee64a-b795-4137-868f-9a90c6580ba2,b6a71ba1-8f4b-4f82-a131-c987879c104d,PROD-0084,3858.55,2023-12-30 00:00:00.000000,upi,success,3.0,,True
2ec9aced-a816-43b7-b4df-d27b8897f3a4,48608d73-d5fc-4c66-a43b-9dfc6e67e203,PROD-0490,26531.19,2025-05-07 00:00:00.000000,cash,success,4.0,,True
8fc20b6f-fbd2-4d34-b935-ae0e375aad80,9186ed0d-0297-4355-ae7f-a332ce8fd46f,PROD-0399,41711.08,2025-01-10 12:00:00.000000,card,success,3.0,,True
9b1262e3-96a0-4aa8-9721-babbd152901d,a802e40f-7a9f-45ee-a2f3-badd3ed1fe46,PROD-0175,29184.75,2024-02-17 00:00:00.000000,card,success,4.0,,True
41565f0b-d0b8-4b2b-b7f5-f6f32d0d190e,b0664d8e-a592-41e7-8a5a-41a46eb9cb38,PROD-0452,8581.57,2025-07-20 00:00:00.000000,wallet,success,1.0,,True
7d0f581d-dfbc-49ac-b0f7-ad7a6ed6b7ef,486810a0-2f8f-43c9-ae73-1c0bd9a9815e,PROD-0360,35036.68,2023-12-16 00:00:00.000000,upi,success,3.0,,True
f96cc758-ee08-48c0-82bb-3b11313afd3e,e4212166-be18-4b65-81c8-8b772e624208,PROD-0113,25385.07,2023-12-31 00:00:00.000000,card,refunded,3.0,,True
d3eace5e-c606-4bea-891f-8e7ebf73680d,ec1c37ed-a259-432b-9c95-b8b01ea78698,PROD-0052,19892.67,2025-01-10 12:00:00.000000,wallet,failed,3.0,,True
e9c0175d-608c-4e16-a59b-0cb481558e54,22f916ad-e4d9-486f-842f-9cc86e04c923,PROD-0264,44494.78,2025-03-31 00:00:00.000000,wallet,success,5.0,,True
1e06a8d6-727d-4457-9964-2b1f057b7862,056aca7a-22be-470e-ba30-8249fad83998,PROD-0242,16754.52,2024-01-31 00:00:00.000000,upi,success,2.0,,True
28ebda82-9f2c-45c4-b869-b707d9909589,f0f3f6bf-b9a0-4e4a-acbc-0fb00717d825,PROD-0201,36862.57,2024-02-11 00:00:00.000000,upi,failed,4.0,,True
d5c64588-8aa0-42ed-9273-4a0f1c0c4636,c296994a-45b4-4f2d-b754-331374011d5f,PROD-0276,31629.08,2026-10-25 15:18:00.713029,cash,success,5.0,future,True
22937309-97fa-483a-98e8-1631bd0611fa,f49df79b-d21a-4987-aa9e-559319332227,PROD-0430,26678.72,2025-06-09 00:00:00.000000,cash,success,4.0,,True
c4e7f68f-8253-4411-9a96-08a69ee37514,382c87fe-09d6-455f-a5b0-d292796c3a0d,PROD-0142,26337.45,2024-02-29 00:00:00.000000,wallet,refunded,3.0,,True
6a36a183-7803-47e0-be37-09ee275863a2,c49c0330-1eda-40bc-bdcc-0ad86fc8ddda,PROD-0429,29416.72,2025-01-10 12:00:00.000000,card,success,4.0,,True
35a7d35d-9998-411e-9663-a794e08d3971,cac39caf-175a-41da-8f14-606eee96dd19,PROD-0203,14991.21,2026-02-10 15:18:02.953186,wallet,success,4.0,,True
a2376264-d6be-45d2-b2e2-8b41e0ea824a,141ad63a-c1a9-43ad-8ff1-b36f167080d5,PROD-0349,34334.22,2025-05-04 00:00:00.000000,card,failed,3.0,,True
e7fa1cd5-c1e3-471c-8f82-ba452054ce01,46b65227-230e-4128-9b1b-593a9c21df85,PROD-0100,25507.16,2025-01-26 00:00:00.000000,cash,failed,5.0,,True
cd5d1374-9c67-4af5-9db7-2d1b286cc2ff,994518ad-85e0-4520-93cf-49ddd4d5368a,PROD-0270,29502.56,2024-11-28 00:00:00.000000,card,success,3.0,,True
6b74d27f-9c82-4492-aca4-ca5cceec53e6,b0784514-87da-4206-885f-0c9900f40eca,PROD-0342,7824.98,2025-03-14 00:00:00.000000,cash,refunded,2.0,,True
cdf39e31-0fa4-463b-8c9d-de486e7bbb76,af197364-9271-43f9-a003-fb122066b96d,PROD-0465,3542.94,2024-01-31 00:00:00.000000,cash,success,4.0,,True
57870561-66c0-4418-a4b2-f6f4973f4392,4ba33e85-2f6c-4f72-a3ce-78ecca60c8d6,PROD-0113,17452.58,2024-02-10 00:00:00.000000,card,failed,1.0,,True
4679b4fe-fd77-4f53-8fb0-13ad78cdafb8,0d49dd3b-8a70-4cba-98ea-0106343f9b62,PROD-0482,33820.84,2025-02-24 00:00:00.000000,upi,refunded,5.0,,True
d7785fba-f179-45db-b460-3d288b395176,8ab5bb34-da80-49f2-bcf2-72d2ffdc967f,PROD-0259,34598.28,2024-06-29 00:00:00.000000,wallet,success,3.0,,True
8284693a-416d-4320-837e-8afe55c5fcd7,168b72ae-05d8-4f34-aeff-8372984b7661,PROD-0363,49991.22,2025-09-03 00:00:00.000000,wallet,success,1.0,,True
924e7444-f535-413b-b5ef-51911035509a,c6fc677c-e288-42cc-b4a1-d39da404cb99,PROD-0037,15776.48,2024-01-20 00:00:00.000000,upi,success,5.0,,True
6e25d3a3-bf4e-4b12-9928-586e762ffcc4,e47bdfc7-cfc4-4bf9-a391-85bb37e41366,PROD-0394,696397.36,2025-04-16 00:00:00.000000,wallet,failed,1.0,,True
a14937bf-1680-4a35-a341-a58105f9a095,cfe17da1-2e94-4702-8da8-ce6dd95899c0,PROD-0249,33878.18,2024-12-10 00:00:00.000000,upi,refunded,1.0,,True
973aa866-dddc-41ae-b7b6-ea8eb8074252,26b07ee0-1fb6-4a1d-9cbc-e3fd0b2b477e,PROD-0183,29612.58,2025-09-23 00:00:00.000000,wallet,success,1.0,,True
2452c622-e852-41c3-a4bd-8b641db25911,38c416a8-6e4f-4788-b77c-6a85aee77332,PROD-0397,9902.83,2025-01-10 12:00:00.000000,upi,success,2.0,,True
bca8e264-808b-4eb9-9603-090c5be93f3d,2d1bb9fc-edf4-432c-bcaf-7465e193f569,PROD-0120,14334.98,2024-01-31 00:00:00.000000,cash,success,3.0,,True
c4d43eda-5d6a-453a-b517-9705fa15f2e0,5a584a6f-b9eb-4b77-beb4-aaa1035bb3f5,PROD-0279,30035.29,2025-11-27 00:00:00.000000,upi,refunded,5.0,,True
66dc71b0-e4d5-4d45-b182-02a6524a79b8,7ddd54fe-9d60-45ef-add4-6560ea3f65f1,PROD-0276,9276.56,2023-12-31 00:00:00.000000,wallet,refunded,3.0,,True
34d2abd2-ecad-46b8-861f-7dc2566b2894,fb458935-2431-4665-bfaf-2520940693a2,PROD-0496,48635.04,2025-10-13 00:00:00.000000,card,success,4.0,,True
a73b6763-def6-46d9-8abc-cb210a762cb1,10948e50-d917-4ba3-810f-0d39c53a5220,PROD-0272,816458.15,2025-05-02 00:00:00.000000,wallet,success,5.0,,True
96d9069b-8b7f-43a5-9c4a-66e12368f020,076258d9-489b-4c76-abab-f960a5197912,PROD-0280,27930.19,2024-01-26 00:00:00.000000,cash,success,1.0,,True
ae3913a2-6a77-47bf-8566-c08b8f426afb,17f4ba8b-f77f-4c76-89ee-7e86be2b7df5,PROD-0243,33819.63,2024-01-31 00:00:00.000000,wallet,success,4.0,,True
24a6589d-98f1-44be-a046-b40e4e7bcf27,44566e80-a901-45e5-bc42-c022bc607c9c,PROD-0056,27004.56,2024-03-23 00:00:00.000000,wallet,success,2.0,,True
521b704f-0d06-4f0b-a898-50334186cb0b,51cfc362-adb6-42ad-b44d-d33a098a1ab7,PROD-0312,44873.76,2025-06-06 00:00:00.000000,upi,success,2.0,,True
2d2a4888-28a9-4dc3-97b3-b7ce60775ead,88964cd7-67e4-4555-9dfb-21ab136dc2f0,PROD-0016,7991.92,2024-12-04 00:00:00.000000,cash,failed,1.0,,True
37bdfb17-f409-4775-8aa5-f6ecc0e33d0c,4cef38f5-3941-4e4b-86b8-30c9d22a15c8,PROD-0476,21743.53,2024-09-21 00:00:00.000000,upi,success,4.0,,True
05772aaa-f149-4a12-827c-b77dfe25515a,fa7503e7-3395-41af-8d65-e34e1666cff6,PROD-0149,29870.32,2024-04-10 00:00:00.000000,cash,refunded,3.0,,True
06126852-892c-45b7-a666-2aea9b66f702,15d5251f-7fa6-4d5b-ac54-74cdc9e702a3,PROD-0128,7888.59,2024-01-14 00:00:00.000000,upi,success,2.0,,True
21d1e5c9-6266-4a91-b728-db827cf93c9c,12ac898b-6dc6-4c94-9a39-db4bca506e3e,PROD-0214,25141.94,2024-01-31 00:00:00.000000,cash,success,4.0,,True
b6c18f8e-f2b2-4535-be57-e2ea1b38ac6e,a1fcab3d-a7f4-48af-bb33-f92c4abffaf4,PROD-0133,34309.37,2025-03-03 00:00:00.000000,wallet,success,3.0,,True
0263b0ad-63aa-49c8-9663-54e9afc6dcd4,ead2e6f8-52bc-4621-995f-2c022f98807d,PROD-0497,8279.23,2024-12-22 00:00:00.000000,wallet,success,2.0,,True
14d13fde-ae2b-486e-94dd-4c3061617df5,7c7344fa-5927-48fd-96c3-e7c7b339a5c6,PROD-0471,22269.03,2024-01-30 00:00:00.000000,wallet,success,1.0,,True
9b811854-3cf5-47d1-82c1-47fc6989c984,1fe47dac-e804-4bc5-95b3-7d49ae6246aa,PROD-0418,12295.54,2025-02-07 00:00:00.000000,wallet,success,4.0,,True
ff70a55d-a3b5-4b15-b3ae-f33a52c7131c,45fd0c64-f2df-4ced-a17d-24dfb7b84410,PROD-0495,40891.48,2024-03-24 00:00:00.000000,card,success,1.0,,True
f9fcebd0-3a56-4756-a626-e6a220678c11,c221c81b-7ce3-480f-a25e-f92376bee078,PROD-0414,38527.51,2023-12-24 00:00:00.000000,upi,refunded,4.0,,True
e4c4f080-ae39-482b-9f65-785e3f23e881,ea3c9e15-7ca8-4fbe-9ecf-7e1538e076d9,PROD-0091,26424.07,2025-11-30 00:00:00.000000,cash,success,5.0,,True
418a8dcd-0c30-419b-b2f8-836154d4f1a2,6f293a2f-d0f9-4270-b79a-587c76821389,PROD-0308,6764.42,2024-08-27 00:00:00.000000,upi,success,4.0,,True
cd73f8c2-8ca5-488b-8f55-e8dbe1cb6eb7,c4d8301f-5d7d-44f7-b73b-61256eae6960,PROD-0447,15842.01,2025-07-23 00:00:00.000000,card,success,2.0,,True
d959707e-4865-4a36-8c3e-6b43dd9dc0fd,2fef9247-ac00-46a2-bc2f-f14a991038d1,PROD-0128,37722.14,2024-01-31 00:00:00.000000,cash,success,5.0,,True
731cfb42-54f0-4967-86a8-21219cd095a2,809c888b-0fa0-430c-8700-8719acffa340,PROD-0450,18222.23,2024-07-27 00:00:00.000000,wallet,success,2.0,,True
9ecca26e-37ce-4d87-9ba4-b58fdc90761f,458511cf-48f9-46b9-aaf4-64bdd4af2a39,PROD-0217,24889.86,2024-11-19 00:00:00.000000,cash,refunded,5.0,,True
dd7509f1-511c-4b6e-a782-310cc90dbfc3,977e8a1b-2faa-4f1a-8721-46d8be000a23,PROD-0128,37876.69,2024-01-31 00:00:00.000000,upi,success,5.0,,True
79db8626-94da-4ea8-a06b-94f7bfe6f1be,24370a9d-d5a6-45f2-9983-a29065deff47,PROD-0011,14674.91,2024-10-21 00:00:00.000000,card,refunded,4.0,,True
840facbe-feaa-42f2-9bbd-36af81166b93,c05dfa53-3ffe-493f-81f1-64c0bc084965,PROD-0439,37986.22,2024-07-04 00:00:00.000000,upi,failed,1.0,,True
c3b7c57e-4105-43a8-8f71-453e40b0637b,99f11a8b-3916-423a-93ef-1f3a3086948e,PROD-0201,5665.0,2026-11-16 15:17:59.679270,wallet,success,2.0,future,True
397e332d-df28-47c5-be39-29e2dfabc02b,a84365f2-8162-415a-89cd-3e7b608981dc,PROD-0038,45634.42,2025-08-20 00:00:00.000000,cash,success,2.0,,True
4617ef3f-5cc0-49bf-b79b-0f08076fec15,73944de3-dbac-4ffd-bc85-041fe3b831aa,PROD-0177,25469.88,2024-01-31 00:00:00.000000,cash,success,2.0,,True
d41aa3ac-53d8-4c44-b660-0f4f2a74dc68,5d93570f-0456-4042-8b5c-5ec1105b3200,PROD-0211,47349.91,2025-01-10 12:00:00.000000,card,success,2.0,,True
66480c35-1f0e-4a4b-b2ad-36f777c63e77,e0f75ed8-5442-4a8b-b339-91df2284e27a,PROD-0119,775197.14,2026-10-26 15:18:00.341175,wallet,success,3.0,future,True
3966e2aa-932b-425e-9afc-fd7589a81d2f,3d100e99-aa92-4a1e-820a-2088aba49771,PROD-0458,575.81,2024-01-31 00:00:00.000000,cash,refunded,3.0,,True
49d85432-3510-41b5-989a-338845743cc2,b4d7f97a-1ec3-495f-988e-4600570e0cc9,PROD-0305,10334.38,2024-04-01 00:00:00.000000,card,success,3.0,,True
890db12d-91a9-49ad-8942-03c25bf24e5c,129c4007-06f5-4f4d-ad80-b9ded6363f72,PROD-0379,30344.55,2025-07-30 00:00:00.000000,card,success,4.0,,True
cff506f7-47c6-43ef-9102-c7577ec47699,4b505045-b088-4e6e-9d61-5e79e19446d7,PROD-0376,21007.57,2024-11-27 00:00:00.000000,cash,failed,5.0,,True
90dff427-9e33-417a-a802-336c29244ff5,075e480c-1559-4ec9-9344-bdb48c4adae4,PROD-0338,40087.08,2024-01-03 00:00:00.000000,wallet,success,4.0,,True
01ea6969-cb6e-4ec0-8aa1-5e6b23e0efac,f132ad2e-f48a-4f09-923f-ef7ee5759f85,PROD-0285,45057.13,2023-12-31 00:00:00.000000,cash,success,5.0,,True
99ff7e01-48f6-429a-97f2-d6420d854815,45a82e1f-b3e9-4f54-a29d-945234080ed3,PROD-0098,32801.1,2024-09-27 00:00:00.000000,card,success,3.0,,True
f064e513-af49-4f66-98f1-b2a90add9f5b,5b77b3f6-f69c-411c-8880-6c6bf2195a73,PROD-0263,6357.67,2025-07-18 00:00:00.000000,card,failed,2.0,,True
0e4b9238-e3f1-4cfa-9cc0-c3ede6ce9c22,97421f16-7410-4aae-a996-1f09a37e0558,PROD-0468,30175.83,2024-12-22 00:00:00.000000,card,success,5.0,,True
e83bbeb3-85d6-4a0c-96f3-f87cbcd11044,142df004-ac5f-4222-bf37-f772ddbbcc6a,PROD-0111,5485.05,2023-12-31 00:00:00.000000,wallet,success,2.0,,True
4e23d348-cdf9-4f4a-af50-a1c48af9163c,859d6cab-edca-42f5-9d22-b6c1fadbcde8,PROD-0022,13415.44,2025-02-27 00:00:00.000000,wallet,success,5.0,,True
a0b7b12f-1c44-46d2-9646-8d4da4cb80ca,48b127df-7fe5-4e66-b3d4-d638ccbc972e,PROD-0340,28683.74,2025-08-28 00:00:00.000000,cash,success,3.0,,True
83cc3b61-048f-4766-8108-12e7e6f83be7,39d18a5a-d34b-4ee4-bd9b-dfad33670184,PROD-0349,31538.23,2024-01-07 00:00:00.000000,wallet,success,1.0,,True
e3b56895-2679-4a6f-87d4-b1f1ac211df0,0d339e23-52fd-43e3-9a41-d11818fd939b,PROD-0234,4469.83,2025-08-02 00:00:00.000000,card,success,3.0,,True
6b906713-06bc-4e15-b876-fcbec15878a7,57eb7dc8-4b30-4e81-ba93-3bc7b70f0035,PROD-0184,872971.27,2024-12-02 00:00:00.000000,upi,refunded,3.0,,True
5971088f-ccf4-46f3-8720-c00611879248,0b389fa3-01b3-4e6b-a44a-55d8285b82c6,PROD-0082,1677.26,2025-10-08 00:00:00.000000,cash,success,4.0,,True
e3d503fa-36cb-45d7-bdca-b4ee3e546510,86ad6beb-476d-4d79-bfb6-0f989b8c2c8a,PROD-0043,25206.65,2026-03-13 15:18:00.599863,wallet,failed,1.0,,True
bf10c41d-084a-4645-bfb5-bcd8dd4923f4,29251de7-1a93-4549-ad1b-de802e608ab9,PROD-0469,15812.13,2025-03-09 00:00:00.000000,upi,success,5.0,,True
4c7fccf0-b65a-47ac-a985-93b8162788e6,44bd2090-f73b-45a2-8166-9258dd0e7a8e,PROD-0257,33345.25,2024-04-13 00:00:00.000000,upi,success,3.0,,True
1b7fca7c-8a89-417d-913a-ec7a46e1414b,efce7887-23ab-4d31-8d6d-748660401ec4,PROD-0074,17953.16,2024-01-31 00:00:00.000000,cash,success,2.0,,True
bc495c52-3c47-4eef-8958-8a4da32350d9,de05aa36-726a-49f0-9bab-4d4d8054777c,PROD-0086,7833.61,2025-01-10 12:00:00.000000,wallet,failed,4.0,,True
efcbf2a7-bacc-4e41-8b2f-dd588d02b1e0,42e7f5ce-8c61-4222-add0-edfc787bcce9,PROD-0020,268321.58,2025-01-09 00:00:00.000000,wallet,success,4.0,,True
6ece1766-904a-4e51-bd6d-7d1e6001f75c,ff005d97-896f-4bb2-8c8c-dfaac7782bd3,PROD-0346,14162.3,2024-03-08 00:00:00.000000,card,success,3.0,,True
d8d8c924-fd0d-4e15-8e17-c4d2a4948883,7fdffcb9-8665-4cfe-9f29-b6b400da84d0,PROD-0261,34429.72,2024-01-31 00:00:00.000000,upi,success,5.0,,True
ae3dde12-d3ba-4bfd-9c48-8c6a2a322470,26fd2ee1-dc2d-4056-aa03-0ecd1f502616,PROD-0300,45928.1,2024-01-31 00:00:00.000000,upi,success,3.0,,True
9ea1fa57-4064-457e-9560-573fa12c3804,ea08f560-1bbf-4d53-ba06-deff990406d4,PROD-0142,22587.7,2024-03-04 00:00:00.000000,card,success,4.0,,True
59eb27f7-2f34-4fd8-af91-a6ba1a616951,d5b621d5-71d1-4e50-8a0a-7cae8d83c938,PROD-0354,42276.3,2025-12-01 00:00:00.000000,card,refunded,2.0,,True
34e59d7e-f9b1-45ec-8e41-16adbcdc3f8e,d4f28d83-1459-48f6-8849-3e9ccf9c355b,PROD-0448,14645.4,2026-07-24 15:18:00.743830,wallet,success,1.0,,True
f884ea12-91bd-4631-9c3f-49e0f69d3fb4,1ecce5af-7b4b-4aa8-a6bf-b238a61d7b24,PROD-0295,28977.44,2025-09-07 00:00:00.000000,wallet,failed,1.0,,True
db131689-fdb9-4ab0-bb34-a5aa0083260b,6ff059f0-2356-43d0-94ea-539c93665a5a,PROD-0064,23612.12,2024-12-13 00:00:00.000000,card,refunded,1.0,,True
3c3930f0-37c7-40ac-a9e8-4f61d296918a,d1ef56a7-32ff-4494-b408-a7e419f6f902,PROD-0400,49648.81,2025-01-10 12:00:00.000000,upi,success,2.0,,True
32480864-244a-48f7-b89e-b5c6b72f05a9,62574dd3-f587-4641-8ffa-1b9547c09f36,PROD-0465,36487.15,2025-08-29 00:00:00.000000,cash,success,4.0,,True
ba03a2b5-7e36-44af-a43c-62ca8de90e53,f7766ebf-7f84-4bfc-af7d-34da60280ce9,PROD-0033,15752.21,2025-08-28 00:00:00.000000,upi,success,4.0,,True
fe531305-f743-40cd-931d-2b28c265529f,7d283c18-b0bf-4c93-a651-3f4bcab03854,PROD-0192,49220.53,2025-04-25 00:00:00.000000,wallet,success,3.0,,True
da65ffe6-dda3-47e2-9355-d3cd2c18cd9a,2c204392-3e39-44fc-9f3b-aa7478d2f254,PROD-0169,577851.92,2025-04-13 00:00:00.000000,upi,refunded,4.0,,True
1c0bda0e-7a1c-41a1-b241-d07ed907b1e2,a8d5f4cd-fb45-4ae3-962b-e8f56d42aa95,PROD-0285,39222.17,2025-05-31 00:00:00.000000,card,failed,5.0,,True
5713f131-5cc6-4b24-b962-27d6b7a5fa7a,11bc7c77-488c-4102-943c-ce5e88ed7fc1,PROD-0187,35886.45,2025-01-10 12:00:00.000000,wallet,success,1.0,,True
